"","edges","istar2","ostar2","mutual","triangle","edgecov.mq.t","edgecov.same.issue.area.t","edgecov.year.diff.t","edgecov.year.diff.square.t","nodeicov.AbsDiffMQscores","nodeicov.NumberJusticesPro","nodeocov.sender.time","nodeifactor.SameIssueArea.2","nodeifactor.SameIssueArea.3","nodeifactor.SameIssueArea.4","nodeifactor.SameIssueArea.5","nodeifactor.SameIssueArea.6","nodeifactor.SameIssueArea.7","nodeifactor.SameIssueArea.8","nodeifactor.SameIssueArea.9","nodeifactor.SameIssueArea.10","nodeifactor.SameIssueArea.11","nodeifactor.SameIssueArea.12","nodeifactor.SameIssueArea.13","nodeifactor.SameIssueArea.14","nodeofactor.SameIssueArea.2","nodeofactor.SameIssueArea.3","nodeofactor.SameIssueArea.4","nodeofactor.SameIssueArea.5","nodeofactor.SameIssueArea.6","nodeofactor.SameIssueArea.7","nodeofactor.SameIssueArea.8","nodeofactor.SameIssueArea.9","nodeofactor.SameIssueArea.10","nodeofactor.SameIssueArea.11","nodeofactor.SameIssueArea.12","nodeofactor.SameIssueArea.13","nodeofactor.SameIssueArea.14","instar2_sendertime","outstar2_sendertime","mutual_sendertime","triangle_sendertime","mq_sendertime","sameissuearea_sendertime","yeardiff_sendertime","yeardiffsquare_sendertime","AbsDiffMQscores_sendertime","NumberJusticesPro_sendertime"
"1",-5.41849146517964,0.0336534906801477,0.0211636551240136,4.03884384323983,1.39321696582464,0.108073535672144,1.41142378789855,-0.0819889301009825,0.00297123549608943,-0.0286825752948243,-0.117491554770283,0.00072991873725396,0.132016115227921,-0.351029056725181,0.459847874423967,0.337842581754514,0.513990781032401,0.267444854485318,0.0245879484357133,0.2095910505929,0.316807154162567,-0.0787986210143418,-0.0901284721884832,0.36957941386983,0.155580799850685,0.255991581396957,-0.119543933698893,0.559836185445099,0.240367209278677,0.410787593819108,0.351324707338392,0.152999304358638,0.266626415621249,0.475997664883105,0.224114641330418,0.292863065067494,1.12701958734453,0.592314443658852,-0.000323799382197202,-0.000338117278234637,-0.0334189246943288,0.0010062649065121,-0.0028995312475173,-0.0061367705187253,0.000491278229653278,-3.84145144766589e-05,0.00126133214294489,0.00292370580659356
"2",-5.4881346056741,0.035604790390971,0.0232053382962383,3.17032444281332,1.49086465102456,0.0736245712801322,1.34779447944115,-0.0917729030019662,0.00313912157859499,-0.0142701316879222,-0.123443470668834,0.000706583386781239,0.145652200450063,-0.369480950579441,0.467471257719721,0.32489562842596,0.515802013033876,0.242100946816244,0.0821070674591974,0.238391364655703,0.310877096761007,-0.0977551315151897,-0.0153679642312622,0.438392730559651,0.018185853549605,0.289467000935085,-0.13831378093336,0.501893534182257,0.36712418837886,0.520430963918264,0.39099951277377,0.198976963260412,0.32331746613772,0.46758676180354,0.442975718015778,0.348581986860775,1.21104198949354,0.584379901114861,-0.00033468900251594,-0.000387717167104701,-0.0104194004083172,-0.000106354670351811,-0.00228781925776882,-0.00530864602399773,0.000685585580405474,-4.13285211266448e-05,0.00102165577050232,0.00300568163563414
"3",-5.67694823998999,0.0313398060194831,0.0289290960652601,3.73813111392675,1.45622122456456,0.0609187056653782,1.36345556949524,-0.0751324362558066,0.0026464619487339,-0.0346559462905414,-0.0987528963952901,0.000825662797889302,0.15392133022599,-0.317107433196083,0.509947335568194,0.416900372960331,0.505622117268036,0.316320108536057,0.0518358124326694,0.254968300523745,0.315031867849848,-0.0749502860759787,-0.0152173355528919,0.222223988352395,0.0860750784211903,0.237875930282923,-0.0840297621833587,0.518072359769583,0.319090405083792,0.378074050129625,0.427211491588777,0.200835088498758,0.269471694025284,0.52314590477097,0.22695307184927,0.436082927223173,1.02111003421133,0.540692843127768,-0.000250192141761458,-0.000492446283942871,-0.0416553625656655,0.000290315518510175,-0.00227552603631147,-0.00562841948909265,0.000417374021328146,-3.42414223861531e-05,0.00139764187056074,0.00264065280158706
"4",-5.64565717995618,0.0302738165652882,0.0230330701870294,3.3724609082122,1.52463560183021,0.134229063308378,1.35996078509313,-0.0749019420575152,0.00283450087352578,-0.0364329166846212,-0.101457747199665,0.000763376525820791,0.223275218085237,-0.299731857151213,0.502217003914886,0.352201734007755,0.620784883964603,0.320282500378255,0.147465393576921,0.293805626340505,0.42938968266579,-0.0498281830254458,0.0899620810446825,0.302963890053048,0.248790745246691,0.29457067716639,-0.0594144235356686,0.444817550304572,0.3581462032491,0.401798352302914,0.39523381126092,0.156385455569319,0.293851768984532,0.63594799203126,0.212186628722617,0.371452066237312,1.05030426841864,0.677487240872121,-0.000235024255826372,-0.000397936943604754,0.00248842090405579,-0.00156209687840106,-0.0033706890972662,-0.00484425093129418,0.000393475688901209,-3.71616825730041e-05,0.00145114879132767,0.00271595952702511
"5",-5.5167244423074,0.0317985552011136,0.0219309794075009,3.26022138522873,1.47610601549351,0.0218475296831947,1.42182621172734,-0.0802438476825126,0.00287288668674426,-0.0326144549382166,-0.120153088638685,0.000718095554509842,0.163847097492194,-0.325768957382437,0.491436578310178,0.329106368009044,0.472430237867985,0.320264297334642,0.0715379741352691,0.272099802534609,0.366680435185058,-0.169328120871676,0.0227197674692253,0.274853426665221,0.17026856621229,0.23563705727083,-0.153372208695197,0.477812193438413,0.330653964231255,0.509967346342337,0.380051209843469,0.164255463339255,0.264987101473576,0.493952975259431,0.316878889714718,0.393726116689839,1.01392556404503,0.62609800389088,-0.000249990052848559,-0.000339294188117264,-0.00636326953416207,-0.00107647670323945,-0.00140563789606801,-0.00708636395021298,0.000486970135515308,-3.74879687703395e-05,0.00132413323808726,0.00312232382592725
"6",-5.55794089851054,0.0327523434084893,0.0219430369054941,3.59990829566964,1.51227705717767,0.0859206912733751,1.40148152825839,-0.0779588156057034,0.0028947428916993,-0.039052444315558,-0.104737355648286,0.000758474298576303,0.203088650733295,-0.254285282212913,0.497017948809865,0.433057343874338,0.548159542188885,0.341754962596938,0.0997962533788666,0.29490099516742,0.39093904957273,-0.0165692037206976,0.0248417050840311,0.252279895947839,0.189721354740738,0.194932617451892,-0.16795345682773,0.538770502168596,0.481590541020331,0.485193313027681,0.335778461069911,0.134264676020029,0.274005548449949,0.505264636801243,0.295473702289009,0.305114950178206,1.03332116630033,0.552620846617206,-0.000262405142559727,-0.000317233213714461,-0.0240894583359151,-0.00133845379720648,-0.00267389060380029,-0.00611045942338368,0.000399845933558614,-3.67399398184199e-05,0.00157589511104283,0.00256190836594625
"7",-5.50504226589232,0.0330581745185566,0.0221737581061034,3.29841478871246,1.43579285806231,0.0176159685663784,1.3769584838071,-0.0642865093854671,0.00241244979554392,-0.0304629487059984,-0.118277519021817,0.000648032178232333,0.153616051296247,-0.262145434229444,0.612839244272377,0.327466576099157,0.655553251976049,0.342631923901919,0.0753139803098972,0.245499731977981,0.350317603609583,-0.145474439803412,0.000294006154837908,0.549230889882027,0.140913663271236,0.207549093206177,-0.125660674725811,0.488759652694919,0.465246348583348,0.490603116298941,0.314138861371104,0.137164137383001,0.25621134637534,0.473624308319522,0.27320421288893,0.291186606201706,1.03855990231775,0.550223213321922,-0.000288130578050289,-0.000331440943528648,-0.018865438616288,0.000810671507463491,-0.00130760348486035,-0.0053182313183458,0.00022478736296071,-2.93389153758678e-05,0.00137452123788953,0.00309141013697687
"8",-5.5363083579326,0.0372424829966727,0.0236272304438097,3.65019843562819,1.4401235862573,0.0801388528613711,1.35958895444657,-0.0777172010369303,0.00282354248462015,-0.0280519335837233,-0.121119776670837,0.000737650144179792,0.161759592552252,-0.345833848707471,0.493332125021106,0.268790084015709,0.459850976043304,0.292567843959844,0.0567965866171924,0.278052883305815,0.375177851086744,-0.0205257666501483,0.0853226027953806,0.523621439913086,0.0915714415217893,0.208778284219701,-0.0531130175416556,0.545905004389062,0.395669088587216,0.363821570696433,0.437337665187723,0.178527020468623,0.261807700494906,0.566407746340152,0.196258772894381,0.36726922699084,1.06951458928649,0.681799149913405,-0.000371993060120813,-0.000354293850724593,-0.0229451977739087,-9.79454119152418e-05,-0.00264675534545216,-0.00466665941539867,0.000443206989580508,-3.70783873206854e-05,0.00114321268052336,0.00306149058424588
"9",-5.58964213370597,0.031509182276783,0.0265096714087147,3.23159565158282,1.53911721311143,0.123661445876176,1.3788055225018,-0.0804122428767262,0.00283613348006853,-0.0313997928617046,-0.115410155298543,0.0007626344785129,0.202304027154728,-0.298587881114005,0.550006997932596,0.280283718269201,0.589828636250306,0.384074286531523,0.107147762217263,0.289561290306158,0.389824624532225,-0.0496387816826061,0.0968740205062208,0.528049114760968,0.138891124625499,0.237073175538056,-0.0929668655588326,0.501519447197118,0.324390877470586,0.414112742465583,0.318173654280809,0.160436055456911,0.261534326564262,0.528492408316372,0.255827334787175,0.315033944255737,1.03191221154502,0.330343170776836,-0.000255889639426784,-0.000439268876306256,-0.0295712799599437,-0.00166420356327392,-0.00305035159847954,-0.0053999193693465,0.000454763647223972,-3.66234475757685e-05,0.00138230875493206,0.00291436279732924
"10",-5.568314709022,0.0293289879549717,0.0221180644096741,2.81572630521567,1.48343991273105,0.0760635270001998,1.3919931620991,-0.0682484357069543,0.00278341216879199,-0.0367329031206448,-0.111389975479497,0.000715536369929458,0.169603288360239,-0.303321118546988,0.470128870384588,0.377061350096184,0.498601526499756,0.352106605025464,0.105243270518981,0.275809056881593,0.321858918170247,0.109000306752023,0.0372843996627201,0.482630847377093,0.191303143525667,0.211358128444518,-0.0461583636205504,0.469639187487752,0.454613076270567,0.533656124636769,0.35363519632336,0.161880850142533,0.22452622231603,0.43149386623458,0.141627604179498,0.254350942687897,0.947967317803621,0.50045696057719,-0.000212084734989643,-0.000386976046321944,0.0201866459194663,0.00066236002654723,-0.00247511006531661,-0.00685552479673738,0.000249853407690524,-3.56296585964796e-05,0.00151610902683968,0.0030529690730268
