"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",-6.08358161470284,0.0312819737060998,0.0207414801363092,1.23856822126884,1.43856469029187,0.0588180288850563,1.45303019871825,-0.0739796276294556,0.00206726772137019,0.0481313319482537,-0.0904472904461278,0.0360572222635492,0.165389663439215,-0.376772526870687,0.520847892176472,0.172056525204877,0.522385824755729,0.343531862323269,0.0959706874861993,0.294242692920058,0.368622043939154,0.124335622095909,0.0511575631001226,0.507779770250957,0.239770510783774,0.267729450632249,-0.0834678011620406,0.494511182509554,0.350558793167549,0.543930048654948,0.43424402954833,0.197173355085255,0.306750938341155,0.486611613848158,0.348109348213322,0.30802074823466,1.06354729639191,0.500653683966534,-1.02612779690856,-0.000205182015599031,-0.000290141998326976,0.148819045585648,0.00149213933538135,-0.0017429106288968,-0.00738773694525403,0.00051963969862287,-2.5999952028202e-05,-0.000605758745291334,0.0020319859337098,0.0140415755410505
"2",-6.10692938939597,0.0333042765132814,0.0207348364335526,2.06406513026602,1.51796535233947,0.078074662479483,1.44123085981532,-0.0698770201991211,0.0019115763008911,0.0549911135459681,-0.0898160996013676,0.0363577679567705,0.142124907060605,-0.295955461539888,0.514961056554189,0.218469964733616,0.547223228463028,0.319493605137121,0.0881883126879486,0.286230431004939,0.3683466802359,-0.130392329362178,0.00941142576008841,0.667027342766134,0.188829849232649,0.186794856798375,-0.0479874511517249,0.379355967857254,0.427727262254548,0.488734940277146,0.407621336927118,0.146144794711504,0.264189741844685,0.524482780773108,0.187119232951254,0.33753746901392,0.854533054384124,0.460172807639449,-0.999278296937036,-0.000236989828760241,-0.000317783770042101,0.0503482685140227,-0.000495129500336079,-0.00162363004280255,-0.00623059766275945,0.000465466447662899,-2.36341375499828e-05,-0.000623146957064717,0.001990499226,0.0105994190297593
"3",-6.219039496713,0.0363636424332099,0.0189823004970952,-0.760658075384432,1.45070051412682,0.0498488549785195,1.44717850645696,-0.0643353955499045,0.00180341279349173,0.0366825816510156,-0.0642505812429158,0.0390623612696082,0.138257684146531,-0.337648159863349,0.453496464346047,0.18995741152453,0.543157956624427,0.338569400097822,0.0997111152325556,0.259432244198766,0.349044811947875,0.154286762814002,0.109712721253006,0.727347439162687,0.232821286299493,0.235684283049309,-0.0572521080600374,0.496640707570821,0.24912979939681,0.466899226495815,0.41928734287228,0.160483003451521,0.292867758215282,0.52960018742835,0.349034718223125,0.334949487449093,0.875994005895921,0.601448057219649,-1.19740786486981,-0.000299623708719624,-0.000253896494016447,0.254257900342969,0.000784880122066454,-0.000849014103995051,-0.00672222052645125,0.000372607021779363,-2.19336372592258e-05,-0.000294449205517104,0.00141856434491108,0.0131080274914384
"4",-6.25957412103461,0.0351369801629232,0.0210049902775492,0.907329282409075,1.45602844888887,0.0789880294695784,1.46621380311408,-0.0647207246790766,0.00188438710154624,0.0388506269446045,-0.0704758004131852,0.0391095645677896,0.131212847574001,-0.32768593737073,0.495614296313325,0.219133252558759,0.506286669908558,0.343963347433945,0.119171581011923,0.249380043944813,0.382690196361321,-0.0946671866237857,0.0492933268454148,0.615676788417721,0.215972607495026,0.240880079550134,0.0156717760198268,0.456945396540095,0.356689596748577,0.546843545417946,0.434062858545066,0.161652321983826,0.306871863454056,0.54176048059947,0.406549646588596,0.327462711693013,0.894998556619642,0.446396918572943,-0.716676220274357,-0.000257268928947608,-0.000329065341749098,0.15851521858521,0.000753308926451478,-0.00167278162243611,-0.00747253097581879,0.00040965479593711,-2.42150495016103e-05,-0.000311194847909531,0.0015925585555996,0.00347285707375254
"5",-6.36613489083335,0.0369763795701256,0.0262094426448931,2.79201961983845,1.53896568922318,0.0635239027979795,1.45168316808222,-0.0658861703964718,0.00180300854029503,0.029126335428358,-0.0567666494595072,0.0404671281903504,0.134930795144221,-0.391380620973982,0.457275180518182,0.0316032396247377,0.441053047469567,0.398277414306033,0.0922302196739802,0.285041390035405,0.411515706745403,-0.0291822914473306,0.0632641382782092,0.534146429967858,0.172327201494695,0.280839868033663,-0.0633976218775331,0.593611019380095,0.356944678801809,0.456337271236508,0.407176159643336,0.200088895883659,0.349260107464903,0.52300666816348,0.281821505368987,0.412515303224898,1.10992382868764,0.422836166840409,-1.08878937313264,-0.000287159498344528,-0.000377483992864224,0.0707953225885082,-0.00140854219758118,-0.00183784254314002,-0.0075085721570345,0.000400272727052358,-2.24123616225078e-05,-0.000217746446115424,0.0014432770220517,0.0126324432984062
"6",-6.29777885427851,0.0347696036221141,0.0218994157055032,3.11330707245023,1.43772480215389,0.051717857892037,1.45147367576152,-0.0677027501489237,0.00189010073344827,0.0472929216401038,-0.0677339469967843,0.0402364752236035,0.185389405633274,-0.315094505426813,0.558696059925215,0.246734370380955,0.631576203556131,0.397999153566797,0.117433715428386,0.271514358678173,0.361910496896313,0.0119461935279151,0.0168915503537393,0.772047528607905,0.248806245474097,0.200552177299228,-0.143769347743614,0.52542699073393,0.406050747061396,0.57443171318038,0.423606585387425,0.179600916948278,0.310397825750891,0.472956833770664,0.232569020724201,0.354344803709749,1.02059666178948,0.411991441840568,-0.96758277278702,-0.000267391676459307,-0.00035012191910324,0.0538648592064415,0.000783903138848595,-0.00124760168446236,-0.00689620356185215,0.000468345045229852,-2.40248145028358e-05,-0.00050056264806594,0.00150569721128393,0.00999056934051264
"7",-6.32911988700015,0.0337925894115157,0.023659152361253,-0.220125987038183,1.53856802919126,0.0713755006093822,1.46314944443836,-0.0690464683604166,0.00193022443262028,0.0450126643635948,-0.0700005198345727,0.0391073090322617,0.150833538618163,-0.364897135526058,0.49533217476992,0.145805689957483,0.561557877483383,0.393544138170193,0.117344161214023,0.285067601882964,0.333762609412953,-0.150448158818601,0.0444908011526865,0.821054650918995,0.247336143132728,0.230565535829526,-0.0787246319099128,0.457639117987153,0.344462678752471,0.434952255246662,0.377261921396866,0.144525130911211,0.304241240901185,0.527858204077669,0.311733192332925,0.351197959364107,0.983531584015506,0.5748963965359,-1.058030824982,-0.000243483757808376,-0.000361032597709428,0.292704927580059,-0.000511128934376244,-0.00204112000759659,-0.00762528025017652,0.000523260373695325,-2.557166960319e-05,-0.000638783300927278,0.00190524680437118,0.0130897633080108
"8",-6.22367088692608,0.0375745180056043,0.0207084917801387,-0.672528211345406,1.51093882089039,0.0736295978550572,1.43471682452347,-0.0789640430357386,0.00221239956618241,0.0352951272423208,-0.075297841181126,0.0388061554620909,0.135313503468561,-0.271812293133217,0.52387397726514,0.204260367099795,0.583415295248011,0.417669016801529,0.121378393167744,0.291241801496345,0.413856252014033,0.0368943329759049,0.0505267142729733,0.519021284906645,0.485922612208755,0.30547340724994,-0.0246800419833131,0.514812447546628,0.530239811803608,0.485442584264905,0.391171751729806,0.200653511601017,0.317546803815151,0.573443556021209,0.36138758681975,0.352000964222481,1.04323682922803,0.266867004136932,-1.37357256949392,-0.000297475312965478,-0.000326076251568184,0.194771661380857,-0.000760203965458923,-0.00175822537033766,-0.0059839108493621,0.000592571149654569,-2.85829005628951e-05,-0.000382105388065944,0.00172450233486074,0.0170674858376974
"9",-6.30488325149936,0.0317723734377881,0.0197522111353512,-0.618613674294657,1.54181600097411,0.0976871469190228,1.43817529800372,-0.0618837054315408,0.00191158074640171,0.0352612649465455,-0.0673738433147184,0.040627937385395,0.129941534618376,-0.316438859653704,0.554200172306842,0.264439491977204,0.554711167963573,0.368898655148525,0.113712894991328,0.290362464793966,0.42693078123167,0.0867422656521392,0.137678237273131,0.791612389748997,0.247166033157732,0.288288965686977,-0.0544944200162134,0.519074655850348,0.470743644747794,0.653460932240358,0.421116542894626,0.187124713325422,0.313037772152702,0.561265890748889,0.349428176303885,0.401818007169787,1.05428522718353,0.314574498648202,-1.11969407780236,-0.000200335091653715,-0.00029837071494171,0.266201776968207,-0.00105214581154408,-0.00248918188175875,-0.00622764627375345,0.000301989851820827,-2.36093160612858e-05,-0.000299218939189482,0.00146934206587834,0.0147126970546256
"10",-6.31174374228967,0.0364986483527598,0.0262974064454281,2.36742938072682,1.48807493434532,0.103430102092762,1.46963376229449,-0.067363581415828,0.00194547214610129,0.0368158442574052,-0.0712192583012399,0.0392807841092038,0.138385350037543,-0.329001729105447,0.562021011414947,0.154184370367843,0.48444550971204,0.369597107525969,0.0872593093541244,0.270644780594308,0.378953905956376,0.100371377586944,0.084263106501238,0.68138550456222,0.169463045591426,0.271863219675479,-0.0944102209942604,0.507876022755126,0.48087541195799,0.584923848686022,0.483226759779301,0.195712758707919,0.35162222721703,0.497293821285927,0.353983461424916,0.342632021316138,1.0904699457377,0.965944757482545,-1.29706644579413,-0.000287620530767776,-0.000386373743626634,0.127735149356351,0.000266356761003083,-0.00289672118125695,-0.00679887461231834,0.000425885071809443,-2.43126971586817e-05,-0.000388752911620007,0.00168618929920755,0.0135779808273014
