"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62"
"1",-6.46208234031604,0.0584316480674792,0.0270323140159132,-0.448032653132857,1.68956122874264,0.108541350449966,1.34646118762007,-0.120219110051466,0.00389604654127044,-0.0762397682156822,-0.0254036866222721,0.0689181002575571,0.15754670260013,-0.378273206572636,0.523961418532468,0.198306525854305,0.543901674673552,0.335153083478811,0.12919696805082,0.309863642692873,0.388612661847717,0.133873302971124,0.112228346671055,0.564183663555617,0.402523137943337,0.255757165111934,-0.0937314180099936,0.49436289150571,0.346734399527136,0.547038600405948,0.429009253785658,0.225572621602479,0.30680303584157,0.480383343205405,0.323140018229703,0.359146506748499,1.08111076498949,0.850185649053293,0.372950350823065,-0.00130875172411241,-0.000816687198628559,0.323259838258522,-0.016288764328411,-0.00601190834342376,0.0016758437185598,0.00117122487920283,-7.67291240751994e-05,0.00555366439737191,-0.000547915562750991,-0.0449465031352136,1.04592560068984e-05,7.38738641436673e-06,-0.00376605877503676,0.000232779994900934,6.39418586164841e-05,-0.000126512297998935,3.71063782015872e-06,3.00064108755918e-07,-7.36401443737524e-05,3.06437229202967e-05,0.000569506648980469,-0.000479290808704593
"2",-6.56860977864549,0.0573642622917452,0.0260748425195837,3.78659714854649,1.74616707413237,0.0944007299361988,1.37884249183562,-0.107624425455639,0.00359606996707492,-0.0533278134826408,-0.0315574061161462,0.0762956724078752,0.133444989278874,-0.307969939070622,0.510141792292007,0.238101378711673,0.572431902735361,0.312061211933545,0.121875055209121,0.298404267663828,0.388830371746488,-0.13210419017964,0.0746217258289793,0.727900227238002,0.369346553221855,0.161424576603945,-0.0674168393960709,0.386865108571996,0.416220436554014,0.503841144077303,0.419096689193002,0.178585148251933,0.264148965494453,0.50738701337336,0.16615099370265,0.400845245873232,0.877539915027814,0.792943071519262,-1.30500924622772,-0.00118864938452601,-0.000853291848387139,-0.208667787685182,-0.0164628917472543,-0.00423112035407044,-1.65208724089671e-05,0.000513948758040215,-6.45495418404514e-05,0.00444173999549715,-5.08014868994542e-05,0.0274673450323026,8.85803295215452e-06,7.89284050439932e-06,0.00629975524921523,0.000204878036420135,4.52255363546766e-05,-9.18179695200856e-05,1.08099469901384e-05,1.87589604878402e-07,-6.02356380486804e-05,2.44260597146356e-05,-0.000183403448602878,-0.000570851245226197
"3",-6.71674231276054,0.0614707588489483,0.0234786697185989,-2.30874955947977,1.76058745092014,0.0303812215384536,1.372831701452,-0.0987307886152754,0.00318990224545594,-0.0925313914024672,0.0129096875167,0.0785278937783371,0.129354254988169,-0.339382477704817,0.455797538800154,0.220693415970216,0.566493443548404,0.323683684099743,0.128316268350462,0.272543405184296,0.367240470164319,0.161567532003121,0.171319127293837,0.798948790656805,0.396828736984413,0.229768959006247,-0.0576056296219931,0.503182443936294,0.271594642491939,0.478840761095623,0.430970441192524,0.192569366763987,0.295905492378477,0.524796936763369,0.299450094981008,0.375180383254972,0.915560906396737,0.827616572046642,-0.368465575312506,-0.00131335309024659,-0.000703570823914001,0.435947175900466,-0.0205291223337412,-0.00148308922776529,0.000350494909064892,0.000606231377876758,-5.74012886262726e-05,0.00616718475537548,-0.00196163594143008,-0.0186492006587464,9.59058372981284e-06,6.54485116774639e-06,-0.00449495360359735,0.00027707454839441,2.28139362553942e-05,-0.00010263457156553,7.32330073001084e-06,1.73089067194067e-07,-7.77431761882492e-05,4.06992681603478e-05,0.000291048241306326,-0.000555929261032681
"4",-6.51911451062362,0.0674761679594668,0.0235877597241681,-0.271228074230502,1.65924513552562,0.077866068488352,1.35190128081299,-0.113718292402581,0.00404142648159015,-0.0796025050594151,-0.0195336769672064,0.0644908302192086,0.123638538759517,-0.334262153828814,0.495936361233102,0.247581045011982,0.530935012206341,0.332807043323518,0.15400370414024,0.264654510477425,0.405652705417274,-0.0882410584424621,0.113427491508862,0.676908558918894,0.382157129594922,0.218510230337432,-0.00442309453426055,0.45881454041823,0.348919293298677,0.543222219223625,0.432719856253093,0.190467134780732,0.308493202962466,0.530186371262732,0.399164516967525,0.380856862627704,0.924673985914537,0.70355093131295,-0.161452645608552,-0.00159973791843571,-0.000632127572594735,0.297704598427413,-0.0142457513319339,-0.0036979044918109,0.00276288421489639,0.000930985825710072,-8.18099960147312e-05,0.00562561230938644,-7.51696922541445e-05,-0.0168159520877606,1.29380485762798e-05,4.72946370178449e-06,-0.00348509524411731,0.000197293002321318,4.16182059320512e-05,-0.000146118605032752,6.50526667035623e-06,3.23894255052251e-07,-7.25849275192389e-05,2.01909790573936e-05,0.000178942678924637,-0.000383674710785166
"5",-6.74912206558616,0.0695376965565991,0.0437632914900545,5.04777661426389,1.72010631403484,0.0674609200892385,1.43503144980151,-0.125562095221718,0.00381712173683506,-0.0706429836391902,-0.0111077943716586,0.0733460858757882,0.126752286603059,-0.398533580860094,0.456121708462977,0.0594464999410879,0.460568896843368,0.383073583315529,0.118036849460312,0.295861470034352,0.429130296444497,-0.0192524841548821,0.118896120722282,0.590557622621295,0.331404645825664,0.281287140399481,-0.0668314753794313,0.599830800771675,0.374357612084864,0.467631721089648,0.409437069913503,0.22904447226122,0.351985468092299,0.519133990779974,0.251496520737648,0.486661290040875,1.09933523446214,0.711937529500388,-2.33477194332315,-0.00167469828684912,-0.00145577339466504,-0.327353077927873,-0.0152230632908065,-0.00371566875200648,-0.00391797939647426,0.00172036364364684,-8.27814220546465e-05,0.00496751690343362,-0.00022816006238424,0.0735695041986341,1.36654664309895e-05,1.33728272212713e-05,0.0123222303246764,0.000186119743429761,4.03116975434066e-05,-6.30672029906447e-05,-3.28135882049214e-06,4.01667462237948e-07,-6.49235466109937e-05,2.09520767064516e-05,-0.000654408237148451,-0.000479023040946437
"6",-6.76309144076232,0.0650581664165185,0.0288686284934758,4.8273086660033,1.75353025949306,0.058756495647693,1.39137084349497,-0.11813103612315,0.00379403793717175,-0.0801872095011828,0.00442394657436067,0.0784758116475675,0.179295872745568,-0.316638358048057,0.558646804646261,0.277319983431719,0.657157732050921,0.381975938426243,0.146200101771587,0.283459004786206,0.382338037401921,0.0144898827331884,0.0762664150338099,0.837213740685254,0.415110848227003,0.187398237030664,-0.14331037713925,0.519933005656763,0.398825990434781,0.56443126094395,0.410901414789587,0.213838156074283,0.305311310077786,0.457932709523516,0.21670712862223,0.40409493065961,1.04061643443114,0.793271705075698,-1.09909868931779,-0.00150383427323308,-0.000951029082205057,-0.313944397702502,-0.0208154920443434,-0.00294400030867415,-0.000378630361508929,0.00133769071407084,-7.85538002614324e-05,0.0058923697930452,-0.00153768557342106,0.0209090414089271,1.17403171980289e-05,8.4979695831279e-06,0.00999084744136709,0.000278125397626728,3.1852620498517e-05,-9.76660145685971e-05,1.17398527377936e-06,3.43323572351277e-07,-7.69757633240846e-05,3.65741862338849e-05,-0.000136733990883475,-0.000541030989613264
"7",-6.89352084409776,0.0633535861747823,0.0411406490833802,5.96405636246111,1.72566682442623,0.00748480240076548,1.48805419252678,-0.129444631243443,0.00409908948239775,-0.0757148525360481,0.00663755771536088,0.0849820660627114,0.141764248801982,-0.374819961934441,0.493173568047344,0.171266007535179,0.582933607230093,0.379018258413121,0.145920319846733,0.29759202644418,0.353624581459015,-0.144088774420288,0.102473582905153,0.877153861160723,0.43410765382373,0.222648246474505,-0.0852107292335262,0.456593243060201,0.355512310653616,0.430730476662205,0.384844871061753,0.174843842405564,0.305535519359887,0.509217720146702,0.272601522501755,0.405729584396312,1.01422472605953,0.794264843454831,0.0982175470677732,-0.00145643792258946,-0.00148687679166995,-0.847047359050421,-0.0149190991631579,0.000254475347002915,-0.007090903485034,0.00175068297088535,-8.9988172386082e-05,0.00549476450542079,-0.00152756607955079,-0.0338571803587492,1.15981962089309e-05,1.41567365183391e-05,0.0448593617730217,0.000192946772387646,-1.25105711477706e-05,-2.18171594666549e-05,-1.61490286051633e-06,4.25351198458034e-07,-7.48706152568906e-05,4.21135300322987e-05,0.000446896633740153,-0.000642809745901524
"8",-6.56284887316734,0.0685808291510631,0.0278066661539324,-1.87316266164762,1.83028783798746,0.0951505508523767,1.36399789064558,-0.124454386600102,0.00383013240706489,-0.0802250149767238,-0.0259847071815666,0.0695756866137566,0.128988050060231,-0.273324599000039,0.523992063780512,0.234367396420547,0.597747630694992,0.395845488553263,0.147060810317127,0.301400497735082,0.425079313305112,0.0380585219023249,0.107409202125282,0.570290181314677,0.652126630230217,0.282034803243729,-0.0388053689554202,0.500534904499001,0.525144251002327,0.504213238801134,0.383152262063041,0.220294529079942,0.309477445424255,0.574825659789854,0.323533573658951,0.397901547755781,1.07921802485083,0.636939389248152,0.501169230798603,-0.00159653667326089,-0.000922930255607447,0.321805706875325,-0.0235927597870954,-0.00453743221536031,0.00113185215399866,0.00134461895162204,-7.36983615569648e-05,0.00567454770006819,-0.000128100375841187,-0.058937661135282,1.2635556179117e-05,8.49863173665049e-06,-0.00296902743145865,0.000301834520212679,4.70784772882837e-05,-0.00010525000864519,1.99435652901911e-06,2.65033372933352e-07,-7.50192098569526e-05,2.3219166223359e-05,0.000723058255280241,-0.000458036831357803
"9",-6.56503421745768,0.0615075375779298,0.0252086492998143,-0.382558978784998,1.79891342222235,0.047943011079679,1.33704478187303,-0.115733400248246,0.00383175342027738,-0.0874565402839759,-0.0174488739338211,0.0654678995404507,0.124014609261361,-0.319250872774396,0.554410731830296,0.28438619545062,0.578568677372688,0.35750415173232,0.144328563406176,0.304594646473826,0.442424979417265,0.0971318809603211,0.200928252496831,0.859724385022956,0.409316996717315,0.277773771797272,-0.0570417738002826,0.515350920395764,0.480413632031313,0.661546804850428,0.414190460839075,0.21858912541978,0.313906052804175,0.554092579639679,0.316691292799256,0.444501505960783,1.08155453087254,0.53507401574834,0.157653401510476,-0.00140403024981499,-0.000846063211306035,0.224151651945843,-0.0187281559566169,-0.00128041700282335,0.00262400898777484,0.0014015576380075,-8.14498995634414e-05,0.00575427409271917,-0.000145353612420682,-0.0374613274014186,1.14107682753345e-05,8.13047239397836e-06,0.000893219263323357,0.000228522769562661,-2.93891184030677e-07,-0.00012610700797767,-1.33798348990578e-06,3.85833252019815e-07,-7.28909043291635e-05,1.88255050245454e-05,0.00050124105555656,-0.000377726502940579
"10",-6.45747775696377,0.0661443674744524,0.0452716733417598,4.73171861303526,1.67560372031627,0.110516913373863,1.40303796167273,-0.149511260910113,0.00484202740391351,-0.0240610586313062,-0.0673019743981139,0.0585496423554749,0.132001549649077,-0.335670106325375,0.564991411815893,0.178020489514407,0.501460143854329,0.357065490061437,0.11320682089113,0.279157202368236,0.395195483516785,0.10514546007343,0.13395763652925,0.74198300131252,0.309656218592514,0.260816177546707,-0.0943625808645819,0.513466237934296,0.485676882734748,0.606228641510313,0.465618788065715,0.219709334609271,0.342158120314532,0.495070310615686,0.345040223505856,0.392951329920162,1.10185594003231,1.14147056886193,-0.780560778121573,-0.00152084228917455,-0.00154942282000935,-0.285470687987296,-0.0139240761815586,-0.00387104220360845,-0.000544974476006136,0.00279509688681263,-0.000120356003195948,0.00262617657459498,0.00241012105051453,-0.00517098341684326,1.18250944980846e-05,1.43123612862404e-05,0.0113345725243945,0.000188995265195509,2.21739833571912e-05,-8.97944109717556e-05,-1.43785449368032e-05,7.38561927026206e-07,-3.78857444850972e-05,-8.42252781470454e-06,0.000170309149922299,-0.000312597080135557
"11",-6.61404397934303,0.0607264118666891,0.0257654342004584,-3.55437460369621,1.73733846565355,0.0815560091077824,1.34210404973548,-0.10105990568566,0.00329906900501686,-0.0614679237756159,-0.0149594099666363,0.0684784847635917,0.139872992884361,-0.361978228068359,0.487309376837548,0.111823144764953,0.560574890475723,0.381002350994157,0.119857968318371,0.285049357323876,0.429340995245866,-0.150740462242894,0.139894685156529,0.772132711566925,0.399082437323142,0.203658095636148,-0.111625118592349,0.442537201699849,0.393400839783895,0.338429889025889,0.389670864247286,0.178614779785298,0.266941189904909,0.457045203534692,0.25992722604815,0.338741320411102,0.901567576807372,0.759795050186651,-1.31688695558684,-0.00130513972564956,-0.000674341908023102,0.604566982555676,-0.0175025396595901,-0.00455415760760824,0.00364295255142501,0.000513824938275243,-6.27775694778699e-05,0.00461464754971141,-0.000118921449235524,0.0348663690966221,1.00198927382708e-05,5.27495174597469e-06,-0.00687053605784211,0.000232580723451182,4.7816132327263e-05,-0.000151616188112642,1.03188752836327e-05,1.99821725144702e-07,-6.41076016268827e-05,2.00427045535113e-05,-0.000296489493882758,-0.000411926677481245
"12",-6.87218535095614,0.0658892675022268,0.046282240915464,28.9224710195652,1.7339092839023,0.0389746745953899,1.39413607424145,-0.136003639452823,0.00423850116432073,-0.0568431484265885,-0.00184413195712562,0.0786284357882344,0.145142883787433,-0.38428950680378,0.553754330737795,0.167211421579787,0.532508371545734,0.39024181681356,0.18385877360095,0.344458127614346,0.371041209446908,0.135734493757268,0.154941381854795,0.746528776177049,0.362798116648078,0.232897473344271,-0.0956395565659196,0.47152770495674,0.257961739809323,0.485242456565636,0.361764149948716,0.197046450252391,0.291485861069876,0.532525419495838,0.272324215815682,0.406569298969935,1.00212361967271,0.91012922673633,-0.970272156677822,-0.00149662716715491,-0.00157938917868281,-6.89311103316862,-0.0157312582464891,-0.000609110903721949,-0.00207562008571783,0.00194874527306046,-9.29082494198031e-05,0.00511135030080365,-0.00117780176885725,0.0173600875309736,1.16390868376307e-05,1.44952821960201e-05,0.347473740057639,0.000204945098214877,-5.8849723360654e-06,-6.24613966373186e-05,-3.67976690609589e-06,4.54011356220201e-07,-6.94098862424201e-05,3.13183125070175e-05,-0.000126105197770535,-0.000542671843501498
"13",-6.46901813934455,0.0680608091038158,0.0390517610252813,8.85167294772015,1.72831320178593,0.128673328641023,1.34082305009249,-0.138849583508687,0.0046804613087593,-0.0791084537745439,-0.0401571407389438,0.0610519460767597,0.148865989062815,-0.352043587134649,0.492383182665539,0.242276595939882,0.470155136131327,0.373925248810547,0.13090076126718,0.299062527897016,0.400091220768425,0.0939100673889593,0.158337429940645,0.756638700529081,0.465976188288059,0.23196589318867,-0.0987646844865941,0.507649235909972,0.492985910999312,0.526391193832558,0.477738700912873,0.244307918781536,0.342138974525503,0.490306244140609,0.35681522928175,0.432962699066516,1.14386500233678,0.779552581136586,-0.987795043874746,-0.00173432249596418,-0.00127669009660479,-2.39986424017289,-0.0134120665049214,-0.00487729019612713,-0.000111467730862211,0.00200506703541239,-0.000105959923145377,0.00565286784037094,0.000714546775855236,0.00828313404248945,1.48307320164016e-05,1.17194938367646e-05,0.173311338124677,0.000153464944536485,4.36374015891692e-05,-8.61387915479571e-05,-4.46997964541737e-06,5.51105611457196e-07,-7.35904859159183e-05,1.2492741929546e-05,5.97846567069624e-05,-0.0003494890983807
