"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74"
"1",-6.25862571335225,0.076151947724231,0.022215395856863,-15.0730669439095,1.71870699703176,0.11740498470588,0.907092127165555,-0.213565822114573,0.00151971943964158,-0.058944769227569,-0.0170909882469439,0.0449746840026061,0.161950922378143,-0.38340565150766,0.530665218677265,0.212112457469817,0.552091650979123,0.337465460154951,0.132492324464812,0.3147509135364,0.388926085297166,0.140229530095239,0.124168742055761,0.562997179291038,0.435915995109614,0.26140827856191,-0.0927244674380821,0.500413301304834,0.350191179661071,0.552182910679382,0.42630404450379,0.229401757310152,0.314061775479812,0.490017742012515,0.331875581100958,0.372409016604885,1.09487913650411,0.782539657092972,3.05459174316941,-0.00260562161184436,-0.000292598373055172,2.69223097986939,-0.0204972245923454,-0.00680360642059243,0.0584856916789642,0.0117167946642203,-7.05991581775441e-05,0.00478777886850407,-0.00205056062526963,-0.277063218142774,3.92676906941425e-05,-6.70887744701579e-06,-0.111997185853003,0.000357749638004373,0.000100007998872951,-0.00184824609701492,-0.000275525528828334,2.27318175424497e-06,-5.38686380187787e-05,7.38521721880595e-05,0.00633303123722976,-1.96453322507042e-07,1.07891469246115e-07,0.00144574107217297,-9.91764544836572e-07,-3.36012051424634e-07,1.43759885501452e-05,2.08827834017181e-06,-2.21456530125075e-08,-1.68950883228383e-07,-3.52395160846312e-07,-4.2717119373112e-05,0.000104589337161933,-3.92838553853572e-06
"2",-6.43872768574634,0.0705594367389001,0.0244193203921086,4.39758553353399,1.6342922803123,0.152594966314067,1.00098240036651,-0.149062046588849,-0.00134015774794132,-0.0286490930959561,-0.0261564529805398,0.0568554349131732,0.135248017935751,-0.318477422229074,0.516857532319305,0.249035933634038,0.576332203885714,0.318319884630573,0.127350188077721,0.301665254355284,0.389044763641562,-0.131446357390282,0.0871252489752533,0.723390771719094,0.396443047255279,0.163428375283767,-0.0657476119959379,0.38441112710018,0.421417411999423,0.49494852435104,0.421913680983478,0.183551446281233,0.27090554861975,0.513820488089476,0.177180925836476,0.409164669193155,0.868949581096699,0.733822218487546,1.20727226510477,-0.00216524205929018,-0.000686270573456007,-0.386943560822408,-0.00365493385612502,-0.011231074193608,0.0496857916935084,0.00735612059765252,0.000106479454372111,0.00233405737914169,-0.000955094268672841,-0.180903555153984,3.06946302409389e-05,4.00477906998245e-06,0.0164584858319924,-0.000168920096957796,0.000254604455474556,-0.00159779128249315,-0.000187908380578406,-1.16355797066942e-06,4.3357794862441e-06,4.57935783069573e-05,0.00484623893651219,-1.49342867826772e-07,2.53544833166908e-08,-0.000151425140772143,3.09271486576276e-06,-1.65567190336108e-06,1.25332061728202e-05,1.54607858460314e-06,-9.81974269773715e-10,-5.66732084776878e-07,-1.4537080020522e-07,-3.658506933342e-05,-6.60186845463992e-05,-3.52796663314317e-06
"3",-6.15160282481355,0.0672659222473944,0.0148163522611749,-25.1409436617626,1.94247400839055,0.0857045298236245,0.92907676568425,-0.197870631014154,0.00030411734790546,-0.00873244306658631,-0.0659415080010672,0.0113466359750803,0.133492406285659,-0.343283517217988,0.462792017888108,0.228010765688667,0.571361818162822,0.325654117666738,0.132074839361912,0.275384351065794,0.369236361282488,0.169732123719934,0.180932525210951,0.791713636328084,0.428780527375957,0.233118875504003,-0.0600495276909099,0.505442318227661,0.269338375130786,0.481783523339418,0.432889655763327,0.198013829366867,0.299090942151708,0.535329866614847,0.306099869986988,0.39253496839995,0.912631279510413,0.757577721322472,3.40556236551292,-0.00149155820484408,0.000345004142985724,4.94893628769573,-0.04267660070845,-0.00651382860168756,0.0586202772504353,0.0122533196227642,-4.39452121647513e-05,-0.00137647253316274,0.00601723554541973,-0.323725054949034,9.98778835945895e-06,-2.32030903724741e-05,-0.272300911706651,0.000924553245781341,0.000162567161072731,-0.00187167289262614,-0.000308424470748224,2.43593261089833e-06,0.000130124671173429,-0.000184726015241609,0.00759398203910117,1.52413856186884e-08,2.3588646949866e-07,0.00471912514593645,-5.28208593485507e-06,-1.06683086922996e-06,1.47754107125856e-05,2.40329098300366e-06,-2.62883373466149e-08,-1.68540515428841e-06,1.81951527788047e-06,-5.30808049128607e-05,0.00129339651951712,-1.42804044523569e-05
"4",-6.11818956698552,0.0742906485596605,0.0132399233298223,-127.446433156484,1.74435173531253,0.128631761167464,1.04370336419889,-0.176945064599959,0.000277998906941254,-0.0489461877209313,-0.0427352324379887,0.0102578518318122,0.124403851795288,-0.341611454405871,0.4958622546029,0.251898326335034,0.532083916501954,0.33242146782284,0.155621602112424,0.26685082304727,0.402338114130453,-0.0838458298830241,0.119007762602029,0.66824643074332,0.397608490214498,0.223909345945169,-0.00375236666123399,0.462083080604033,0.35896186718177,0.542759245366635,0.431507595948476,0.197574627246012,0.317564568024145,0.544563317923563,0.405253971885619,0.394649389515102,0.920362240347329,0.635386178211111,3.34764059244011,-0.00199158439616405,0.000627453122419817,26.8879814515372,-0.0245012658004303,-0.00814587119609167,0.0438560311845987,0.0101845869241391,-6.19039241710357e-06,0.00268603817926123,0.00230514049118154,-0.304629663559834,2.01697140045908e-05,-3.19273708106096e-05,-1.68182841004116,0.000490429604263032,0.0001605299770464,-0.00139626841852351,-0.000258849348949729,1.22180470728729e-06,1.75181852052014e-05,-5.32739689823523e-05,0.00712769253868915,-4.19538241142432e-08,2.98831349510065e-07,0.0308093659396644,-2.33853825868457e-06,-8.96673272265719e-07,1.0447353157413e-05,2.06898330763392e-06,-1.6976898296306e-08,-7.83558182062354e-07,6.31447549572774e-07,-5.08182997675729e-05,0.0011846392888504,-1.25078006700047e-05
"5",-6.3343566278201,0.0837132610144137,0.0408419514762759,5.43699182950556,1.70319335578284,0.0841993351185963,1.11351837700793,-0.215650324292315,1.63905787270922e-05,-0.00220299290725004,-0.062190994586223,0.0221561496244657,0.126398341999163,-0.407033472746005,0.459227866007075,0.0649414927066761,0.460944113959757,0.383836970204949,0.11926719057379,0.295931362448551,0.426159029089397,-0.0192333492518022,0.128353373712681,0.58089304830877,0.351206051652767,0.280443367498266,-0.0636643694506899,0.598176119561882,0.372926318907352,0.464462032442366,0.408932020384247,0.22953421492166,0.353133182334988,0.525812291116506,0.247571413670269,0.483717534153944,1.09451017439746,0.64121289443433,3.33849436496595,-0.00267263064300202,-0.00117961115771871,-0.503779873168736,-0.0134258196993615,-0.00377634633662048,0.0389321735034257,0.0132984149044495,-1.93078873839242e-05,-0.00143258250215318,0.00486618056296106,-0.367625430412783,3.53360583057509e-05,6.27243030137534e-06,0.0271281779887387,0.000129085620624909,3.04261151264857e-05,-0.00137829283802616,-0.000327575175913936,1.82722437666655e-06,0.000120200491375145,-0.00012872371311255,0.00967864909972725,-1.45374981882857e-07,5.36069487864766e-08,-0.000283370549451756,5.29485785405672e-07,1.56710410022442e-07,1.10907512461777e-05,2.51769073565172e-06,-2.198177281538e-08,-1.56328442915364e-06,1.25878297445633e-06,-7.43695237784752e-05,0.000955887020340083,-1.12211637313825e-05
"6",-6.87934827575184,0.0815247185748354,0.024382350962354,4.82926230553947,1.91676803208219,0.164374596279051,0.947376974710587,-0.179771388168681,-0.000424743306937793,-0.0444739765126791,0.0387269836215623,0.0898811008213648,0.180262766260242,-0.320698298962948,0.56164921960049,0.280614921543558,0.660118487666573,0.380058951560724,0.147241993431273,0.282101803311182,0.381454701962338,0.0129168320451448,0.0845613014200855,0.825438737064744,0.440097928239735,0.19126145060512,-0.140135786593078,0.519737172638183,0.404567209706256,0.565420546680067,0.409183237882981,0.21519065961711,0.307099393776442,0.466886453093169,0.221887833554277,0.414408808565587,1.03707092569021,0.708766940062275,2.41782480608504,-0.00268986309299202,-0.000427127375484814,-0.428444364345396,-0.0411293108522302,-0.0137659351600324,0.0574014014501294,0.00992004703756235,4.14668460443853e-05,0.00310018302916222,-0.00625778168358984,-0.254624467303473,3.76950113306045e-05,-6.05556299730337e-06,0.0200479048926,0.000880297052786434,0.000333671215139602,-0.00184408306036133,-0.000241541720559885,1.35415743219748e-07,2.3964117356966e-06,0.000171141800834895,0.00632758979150747,-1.75099866795129e-07,1.13701753030624e-07,-0.000196627345419775,-4.96209199621735e-06,-2.34955104819831e-06,1.45313565523403e-05,1.88091411226526e-06,-9.0122784150887e-09,-6.74837580594709e-07,-1.06480666302533e-06,-4.63484263331314e-05,-0.000940980500527604,3.81907230065486e-06
"7",-6.77578739323819,0.0826382741852873,0.0428694510527736,6.85892186987162,1.72194502590399,0.0505754679274458,1.13976725591805,-0.232237603975874,0.00172894326322402,0.00216530096246224,-0.0122470134257415,0.0731122203320816,0.144063553066167,-0.383250071086117,0.497122113204953,0.177416300702555,0.587052520432316,0.382259892873861,0.148525504039555,0.298030658723273,0.350554578169705,-0.146997459158481,0.110651673488353,0.871498512179473,0.462738542817352,0.223617019356422,-0.0847937994227346,0.457315844694121,0.353825794276086,0.434193314975063,0.383165385153768,0.17616730862729,0.308981858980835,0.514615534177464,0.274812814220989,0.411331774116065,1.0137821720735,0.742968477402183,4.19336091392066,-0.00289188326918565,-0.00163109171595479,-1.13794072770883,-0.0151240810419079,-0.00285619014865183,0.0401166233567688,0.0134007032358153,-9.19359156860217e-05,-0.00162556231525966,-0.0008598274398276,-0.383784013712984,4.36821010841582e-05,1.78834116721068e-05,0.0723479314059448,0.000202166033170533,6.69955108642408e-05,-0.00146337669666941,-0.000313855830072074,2.7278354201358e-06,0.000123232061247554,2.94594937886622e-05,0.00905526388463387,-2.19559108682506e-07,-2.88752656611493e-08,-0.000772229035762105,-6.25992557621744e-08,-5.90931388617797e-07,1.20492252134113e-05,2.36561109378327e-06,-2.5265963562329e-08,-1.62291565757275e-06,1.03805523592296e-07,-6.35184943774005e-05,-0.000396128638762708,-1.36943699382514e-06
"8",-6.30746701793671,0.0790219562416854,0.0197870127915741,-19.2647616706541,1.78013639250749,0.11269959060753,0.95832361920463,-0.179897563865125,-0.000934133648063026,-0.0299211007755544,-0.0510686219653623,0.0362166654687472,0.129313224291706,-0.284552806650424,0.529621462097893,0.247718861336097,0.600074018322935,0.401641206589378,0.152255223335175,0.301988851719594,0.425922902915026,0.0453780564072457,0.1204833928348,0.565574153915628,0.677696836498674,0.286620226076282,-0.0405300356828722,0.49860244338099,0.531885169557478,0.503661753150898,0.384170102802126,0.224595079320352,0.31390674316932,0.587135643995958,0.333769496324484,0.409436196777044,1.06665688392201,0.547858399388535,4.64291729946229,-0.00228828333221226,-4.51208131064113e-05,3.62553465965987,-0.0176620516257878,-0.00692395888577048,0.0547120505937086,0.00954526133721352,7.16904060272646e-05,0.00100986223510768,0.00227142945313641,-0.419156618554933,2.71584213128477e-05,-1.5492986402152e-05,-0.182617585980797,0.000114923977269825,0.000137467877210182,-0.00174845771442264,-0.000232996867967688,-3.16074484810359e-07,6.00467952687752e-05,-4.72401638551039e-05,0.00968331674032505,-9.55116098063126e-08,1.88697887002481e-07,0.00290347125787147,1.67861437524199e-06,-8.2165327658899e-07,1.39015869775806e-05,1.83251068993827e-06,-7.32483745334483e-09,-1.13354560916356e-06,5.81305946913991e-07,-6.66602519707844e-05,0.00044232671611906,-6.73463527153382e-06
"9",-6.0661173655583,0.0777868588710944,0.0196980480143114,1.13827745530424,1.78364641039452,0.0656984768478767,0.956627084010165,-0.200456004288132,0.000242261860884657,-0.0673863206699799,-0.0485753088026434,0.00273569095460836,0.127048053749871,-0.326894091394073,0.561441531493464,0.296483893565351,0.584752552509346,0.360711686665373,0.148076430025676,0.309170047992497,0.443495045500206,0.101397870481702,0.211954830835785,0.857887878405284,0.436782950547646,0.279660981560341,-0.0564793747406534,0.518420421740006,0.483394476216841,0.65916538232456,0.418687239348615,0.222681802881242,0.321820116592038,0.560520635127067,0.314431666608423,0.454430038726749,1.08072202354641,0.478338487487426,4.76763083867644,-0.00257803389440556,-0.000183110044449801,-0.039573855923091,-0.0178462060461685,-0.00241629192784044,0.0524641972262129,0.0120860384858815,-2.04691405087824e-05,0.00430491818119111,0.00325843827385798,-0.422208342278127,3.72613170684855e-05,-1.04140939488107e-05,0.0137057222689046,0.000206067333585886,3.25261112255998e-05,-0.00163360421431125,-0.000295267447101522,1.61547311197888e-06,-2.9052880082187e-05,-8.36600430266416e-05,0.00985348346101746,-1.75123663802443e-07,1.45981099791181e-07,-0.000175568875051423,2.07987475053145e-07,-2.34169294813643e-07,1.25578460391923e-05,2.24407195465588e-06,-1.9182235209982e-08,-3.84839098172243e-07,8.49133691562046e-07,-6.84739602937946e-05,0.00137489565476601,-1.36169190437392e-05
"10",-6.11158882428323,0.0850609745465167,0.0347614356991431,4.88373241941514,1.64557184389404,0.153585630484774,1.11862697656015,-0.222314507763798,0.00248907555946777,-0.00780761047445232,-0.0818138621603808,0.0177664922174624,0.130708176654541,-0.344315524525745,0.567868896373087,0.186184524934656,0.501983463386373,0.356656214389923,0.114282641292422,0.279115524368277,0.393625415020497,0.106959324085849,0.14285613882555,0.740723187980068,0.336234497153042,0.261851898804806,-0.0972294261726064,0.517304171190093,0.485628591234233,0.604436216322202,0.457610836580115,0.221977557949432,0.344613614711056,0.508516467660469,0.342166935597931,0.39451936991613,1.10270106585755,1.07732152504127,3.09339991599034,-0.00300000058321784,-0.000595516734337894,-0.412175739165599,-0.0103060326434481,-0.00818241476815747,0.037503883377798,0.0114458555001414,-9.71624903546034e-05,0.00135572926658569,0.00396915235016944,-0.32996569609498,4.59165529734842e-05,-9.49396534726971e-06,0.022959231814178,7.74417121353597e-05,0.000150999459961171,-0.00125587941466359,-0.000247313275255048,2.1080291610913e-06,2.32539894392508e-06,-5.80257969608052e-05,0.00811430587581241,-2.37829901334825e-07,1.75562700154002e-07,-0.000239622262178878,9.68859864112522e-07,-1.03714200893192e-06,9.7927831958725e-06,1.7557503659895e-06,-1.71040930849471e-08,-3.59752369536083e-07,4.2395682432839e-07,-5.85062337222033e-05,0.000787196047897339,-8.32603428440507e-06
